0.0,10.0,20.0,30.0,40.0,50.0,0.0,-1.5,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-1.5,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-1.5,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-1.5,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-1.5,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-1.5,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-1.5,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-1.5,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-1.5,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-1.5,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-1.5,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-1.5,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-1.5,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-1.5,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-1.5,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-1.5,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-1.5,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-1.5,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-1.5,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-1.5,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-1.5,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-1.5,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-1.5,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-1.5,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-1.5,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-1.5,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-1.5,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-1.5,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-1.5,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,229.183118052,-1.5,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,458.366236105,-1.5,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,687.549354157,-1.5,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,916.732472209,-1.5,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,1145.91559026,-1.5,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-1.5,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,-229.183118052,-1.5,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,-458.366236105,-1.5,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,-687.549354157,-1.5,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,-916.732472209,-1.5,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,-1145.91559026,-1.5,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-1.5,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,0.0,227.683118052,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,0.0,456.866236105,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,0.0,686.049354157,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,0.0,915.232472209,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,0.0,1144.41559026,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-1.5,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-230.683118052,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-459.866236105,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-689.049354157,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-918.232472209,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-1147.41559026,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-1.5,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-1.5,226.183118052
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-1.5,455.366236105
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-1.5,684.549354157
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-1.5,913.732472209
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-1.5,1142.91559026
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-1.5,-3.0
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-1.5,-232.183118052
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-1.5,-461.366236105
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-1.5,-690.549354157
0.0,10.0,20.0,30.0,40.0,50.0,0.0,-1.5,-919.732472209
